-10.000000, 0.534998
-9.999000, 0.534998
-9.998000, 0.534998
-9.997000, 0.534998
-9.996000, 0.534998
-9.995000, 0.534998
-9.994000, 0.534998
-9.993000, 0.534998
-9.992000, 0.534998
-9.991000, 0.534998
-9.990000, 0.534998
-9.989000, 0.524590
-9.988000, 0.524590
-9.987000, 0.524590
-9.986000, 0.524590
-9.985000, 0.524590
-9.984000, 0.524590
-9.983000, 0.524590
-9.982000, 0.524590
-9.981000, 0.524590
-9.980000, 0.524590
-9.979000, 0.524590
-9.978000, 0.524590
-9.977000, 0.514103
-9.976000, 0.514103
-9.975000, 0.514103
-9.974000, 0.514103
-9.973000, 0.514103
-9.972000, 0.514103
-9.971000, 0.514103
-9.970000, 0.514103
-9.969000, 0.514103
-9.968000, 0.514103
-9.967000, 0.514103
-9.966000, 0.514103
-9.965000, 0.514103
-9.964000, 0.503538
-9.963000, 0.503538
-9.962000, 0.503538
-9.961000, 0.503538
-9.960000, 0.503538
-9.959000, 0.503538
-9.958000, 0.503538
-9.957000, 0.503538
-9.956000, 0.503538
-9.955000, 0.503538
-9.954000, 0.503538
-9.953000, 0.503538
-9.952000, 0.492898
-9.951000, 0.492898
-9.950000, 0.492898
-9.949000, 0.492898
-9.948000, 0.492898
-9.947000, 0.492898
-9.946000, 0.492898
-9.945000, 0.492898
-9.944000, 0.492898
-9.943000, 0.492898
-9.942000, 0.492898
-9.941000, 0.492898
-9.940000, 0.482184
-9.939000, 0.482184
-9.938000, 0.482184
-9.937000, 0.482184
-9.936000, 0.482184
-9.935000, 0.482184
-9.934000, 0.482184
-9.933000, 0.482184
-9.932000, 0.482184
-9.931000, 0.482184
-9.930000, 0.482184
-9.929000, 0.482184
-9.928000, 0.482184
-9.927000, 0.471397
-9.926000, 0.471397
-9.925000, 0.471397
-9.924000, 0.471397
-9.923000, 0.471397
-9.922000, 0.471397
-9.921000, 0.471397
-9.920000, 0.471397
-9.919000, 0.471397
-9.918000, 0.471397
-9.917000, 0.471397
-9.916000, 0.471397
-9.915000, 0.460539
-9.914000, 0.460539
-9.913000, 0.460539
-9.912000, 0.460539
-9.911000, 0.460539
-9.910000, 0.460539
-9.909000, 0.460539
-9.908000, 0.460539
-9.907000, 0.460539
-9.906000, 0.460539
-9.905000, 0.460539
-9.904000, 0.460539
-9.903000, 0.449611
-9.902000, 0.449611
-9.901000, 0.449611
-9.900000, 0.449611
-9.899000, 0.449611
-9.898000, 0.449611
-9.897000, 0.449611
-9.896000, 0.449611
-9.895000, 0.449611
-9.894000, 0.449611
-9.893000, 0.449611
-9.892000, 0.449611
-9.891000, 0.438616
-9.890000, 0.438616
-9.889000, 0.438616
-9.888000, 0.438616
-9.887000, 0.438616
-9.886000, 0.438616
-9.885000, 0.438616
-9.884000, 0.438616
-9.883000, 0.438616
-9.882000, 0.438616
-9.881000, 0.438616
-9.880000, 0.438616
-9.879000, 0.438616
-9.878000, 0.427555
-9.877000, 0.427555
-9.876000, 0.427555
-9.875000, 0.427555
-9.874000, 0.427555
-9.873000, 0.427555
-9.872000, 0.427555
-9.871000, 0.427555
-9.870000, 0.427555
-9.869000, 0.427555
-9.868000, 0.427555
-9.867000, 0.427555
-9.866000, 0.416430
-9.865000, 0.416430
-9.864000, 0.416430
-9.863000, 0.416430
-9.862000, 0.416430
-9.861000, 0.416430
-9.860000, 0.416430
-9.859000, 0.416430
-9.858000, 0.416430
-9.857000, 0.416430
-9.856000, 0.416430
-9.855000, 0.416430
-9.854000, 0.405241
-9.853000, 0.405241
-9.852000, 0.405241
-9.851000, 0.405241
-9.850000, 0.405241
-9.849000, 0.405241
-9.848000, 0.405241
-9.847000, 0.405241
-9.846000, 0.405241
-9.845000, 0.405241
-9.844000, 0.405241
-9.843000, 0.405241
-9.842000, 0.393992
